港澳台测试,#genre#
广东卫视,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.2:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.2:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.2:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.2:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.2:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.2:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.2:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.2:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.2:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.2:5146$10
广东卫视高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.19:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.19:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.19:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.19:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.19:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.19:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.19:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.19:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.19:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.19:5146$10
广东卫视高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.152:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.152:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.152:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.152:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.152:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.152:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.152:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.152:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.152:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.152:5146$10
广东卫视高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.84:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.84:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.84:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.84:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.84:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.84:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.84:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.84:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.84:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.84:5146$10
广东卫视超清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.166:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.166:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.166:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.166:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.166:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.166:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.166:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.166:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.166:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.166:5146$10
广东珠江,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.3:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.3:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.3:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.3:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.3:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.3:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.3:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.3:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.3:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.3:5146$10
广东珠江,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.94:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.94:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.94:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.94:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.94:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.94:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.94:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.94:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.94:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.94:5146$10
广东珠江高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.1:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.1:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.1:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.1:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.1:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.1:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.1:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.1:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.1:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.1:5146$10
广东珠江超清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.114:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.114:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.114:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.114:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.114:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.114:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.114:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.114:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.114:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.114:5146$10
广东新闻,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.4:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.4:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.4:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.4:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.4:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.4:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.4:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.4:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.4:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.4:5146$10
广东新闻高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.173:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.173:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.173:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.173:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.173:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.173:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.173:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.173:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.173:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.173:5146$10
广东民生,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.5:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.5:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.5:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.5:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.5:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.5:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.5:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.5:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.5:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.5:5146$10
广东民生高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.225:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.225:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.225:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.225:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.225:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.225:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.225:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.225:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.225:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.225:5146$10
广东体育,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.6:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.6:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.6:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.6:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.6:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.6:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.6:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.6:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.6:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.6:5146$10
广东体育（深圳）,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.97:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.97:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.97:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.97:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.97:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.97:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.97:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.97:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.97:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.97:5146$10
广东体育高清-测试,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.112:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.112:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.112:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.112:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.112:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.112:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.112:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.112:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.112:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.112:5146$10
